type,fileName,start,end,status,method,host,path,query,response,json,fileId,jobId,jobStatus
UPLOAD,,2022-03-17T12:53:26.996+02:00,2022-03-17T12:53:27.215+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/62331326370000e1034c057b,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_f7e2d900-0788-43dd-8a69-510720a56777&x-amz-meta-file-name=IMG_0103.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105327Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=452acaf89c040acde8c11748451bbda3e7712f3587dcbe260407db907a497397,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_62331326370000e1034c057b,,
UPLOAD,,2022-03-17T12:53:27.155+02:00,2022-03-17T12:53:27.628+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623313273700008d8cb45558,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_bed6f26d-86e3-4b21-a3f5-499b9388aa6f&x-amz-meta-file-name=IMG_0104.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105327Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=0053f01911218686196b972f0d0bf853a60404082ecac53cf51db2236dd9bd55,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623313273700008d8cb45558,,
GET_URL,IMG_0105.JPG,2022-03-17T12:53:27.220+02:00,2022-03-17T12:53:27.568+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0105.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331327370000e1034c057c"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_604cfcad-babd-4c53-b881-557f8e353dea"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/62331327370000e1034c057c?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_604cfcad-babd-4c53-b881-557f8e353dea&x-amz-meta-file-name=IMG_0105.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105327Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=179&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=c15eea406c16ca6d55e5e6bc57a717cd9b60cc9613c21006f01366c0e664a83b"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_62331327370000e1034c057c,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_604cfcad-babd-4c53-b881-557f8e353dea,
UPLOAD,,2022-03-17T12:53:27.611+02:00,2022-03-17T12:53:27.819+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/62331327370000e1034c057c,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_604cfcad-babd-4c53-b881-557f8e353dea&x-amz-meta-file-name=IMG_0105.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105327Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=179&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=c15eea406c16ca6d55e5e6bc57a717cd9b60cc9613c21006f01366c0e664a83b,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_62331327370000e1034c057c,,
JOB_TRACKING,,2022-03-17T12:53:27.813+02:00,2022-03-17T12:53:28.016+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_81e489c8-1036-47ae-ae04-41f3589417d2,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_81e489c8-1036-47ae-ae04-41f3589417d2"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0095.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0095.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_6233131d3700008d8cb45553""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_6233131d3700008d8cb45553,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_81e489c8-1036-47ae-ae04-41f3589417d2,JobDone
JOB_TRACKING,,2022-03-17T12:53:27.851+02:00,2022-03-17T12:53:28.055+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_b2024360-2fd1-4cc0-bb53-4088f3ca9845,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_b2024360-2fd1-4cc0-bb53-4088f3ca9845"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0096.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0096.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_6233131e370000e1034c0578""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_6233131e370000e1034c0578,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_b2024360-2fd1-4cc0-bb53-4088f3ca9845,JobDone
GET_URL,IMG_0106.JPG,2022-03-17T12:53:28.099+02:00,2022-03-17T12:53:28.440+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0106.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623313283700008d8cb45559"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_b10cbe46-8e0f-416e-aa4d-f9d4da9573fb"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623313283700008d8cb45559?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_b10cbe46-8e0f-416e-aa4d-f9d4da9573fb&x-amz-meta-file-name=IMG_0106.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105328Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=691b12cb0fafb3430673a1857a7f2bf77d6b3b2ab28f11be26052ce0edbf14c1"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623313283700008d8cb45559,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_b10cbe46-8e0f-416e-aa4d-f9d4da9573fb,
GET_URL,IMG_0107.JPG,2022-03-17T12:53:28.102+02:00,2022-03-17T12:53:28.448+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0107.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331328370000e1034c057d"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_1a7b4ebf-940a-4006-be33-3e8a51ae7687"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/62331328370000e1034c057d?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_1a7b4ebf-940a-4006-be33-3e8a51ae7687&x-amz-meta-file-name=IMG_0107.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105328Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=089765015d6077d0092549d52086f069ef8dbf00fa655a211af94c62a92a2e75"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_62331328370000e1034c057d,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_1a7b4ebf-940a-4006-be33-3e8a51ae7687,
UPLOAD,,2022-03-17T12:53:28.454+02:00,2022-03-17T12:53:28.861+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/623313283700008d8cb45559,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_b10cbe46-8e0f-416e-aa4d-f9d4da9573fb&x-amz-meta-file-name=IMG_0106.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105328Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=691b12cb0fafb3430673a1857a7f2bf77d6b3b2ab28f11be26052ce0edbf14c1,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_623313283700008d8cb45559,,
UPLOAD,,2022-03-17T12:53:28.458+02:00,2022-03-17T12:53:28.831+02:00,COMPLETE,PUT,int-cloud-lambda-storage-s3.s3.amazonaws.com,/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/62331328370000e1034c057d,x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_1a7b4ebf-940a-4006-be33-3e8a51ae7687&x-amz-meta-file-name=IMG_0107.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105328Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=089765015d6077d0092549d52086f069ef8dbf00fa655a211af94c62a92a2e75,200,,e3bd9c94-96d2-4475-9496-8a6a856f4452_62331328370000e1034c057d,,
JOB_TRACKING,,2022-03-17T12:53:28.836+02:00,2022-03-17T12:53:29.040+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_95f61246-bd6a-41d0-a6de-2e54a0459276,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_95f61246-bd6a-41d0-a6de-2e54a0459276"",""status"":""JobNotStarted"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0097.JPG"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a""}}",,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_95f61246-bd6a-41d0-a6de-2e54a0459276,JobNotStarted
JOB_TRACKING,,2022-03-17T12:53:29.196+02:00,2022-03-17T12:53:29.409+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_a608f68e-ab63-4e6c-b638-e20cd31ec2a3,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_a608f68e-ab63-4e6c-b638-e20cd31ec2a3"",""status"":""JobInProgress"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0098.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0098.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331324370000e1034c0579""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_62331324370000e1034c0579,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_a608f68e-ab63-4e6c-b638-e20cd31ec2a3,JobInProgress
JOB_TRACKING,,2022-03-17T12:53:29.749+02:00,2022-03-17T12:53:29.956+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_5142089c-efbe-4d82-922a-7cf30a02f2a7,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_5142089c-efbe-4d82-922a-7cf30a02f2a7"",""status"":""JobInProgress"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0099.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0099.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623313253700008d8cb45555""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623313253700008d8cb45555,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_5142089c-efbe-4d82-922a-7cf30a02f2a7,JobInProgress
JOB_TRACKING,,2022-03-17T12:53:29.750+02:00,2022-03-17T12:53:29.956+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_44b38eeb-0a3c-46a5-bdd0-60c444f70024,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_44b38eeb-0a3c-46a5-bdd0-60c444f70024"",""status"":""JobInProgress"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0100.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0100.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623313253700008d8cb45556""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623313253700008d8cb45556,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_44b38eeb-0a3c-46a5-bdd0-60c444f70024,JobInProgress
JOB_TRACKING,,2022-03-17T12:53:30.146+02:00,2022-03-17T12:53:30.358+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_51ea86ff-a62c-42f6-b1d5-1b5568208302,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_51ea86ff-a62c-42f6-b1d5-1b5568208302"",""status"":""JobNotStarted"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0101.JPG"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a""}}",,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_51ea86ff-a62c-42f6-b1d5-1b5568208302,JobNotStarted
JOB_TRACKING,,2022-03-17T12:53:31.022+02:00,2022-03-17T12:53:31.227+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_9a388ae7-8918-43cc-a816-d54c6da82b07,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_9a388ae7-8918-43cc-a816-d54c6da82b07"",""status"":""JobNotStarted"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0102.JPG"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a""}}",,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_9a388ae7-8918-43cc-a816-d54c6da82b07,JobNotStarted
JOB_TRACKING,,2022-03-17T12:53:31.103+02:00,2022-03-17T12:53:31.308+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_f7e2d900-0788-43dd-8a69-510720a56777,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_f7e2d900-0788-43dd-8a69-510720a56777"",""status"":""JobNotStarted"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0103.JPG"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a""}}",,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_f7e2d900-0788-43dd-8a69-510720a56777,JobNotStarted
JOB_TRACKING,,2022-03-17T12:53:35.046+02:00,2022-03-17T12:53:35.251+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_95f61246-bd6a-41d0-a6de-2e54a0459276,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_95f61246-bd6a-41d0-a6de-2e54a0459276"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0097.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0097.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623313243700008d8cb45554""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623313243700008d8cb45554,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_95f61246-bd6a-41d0-a6de-2e54a0459276,JobDone
JOB_TRACKING,,2022-03-17T12:53:35.996+02:00,2022-03-17T12:53:36.206+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_a608f68e-ab63-4e6c-b638-e20cd31ec2a3,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_a608f68e-ab63-4e6c-b638-e20cd31ec2a3"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0098.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0098.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331324370000e1034c0579""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_62331324370000e1034c0579,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_a608f68e-ab63-4e6c-b638-e20cd31ec2a3,JobDone
JOB_TRACKING,,2022-03-17T12:53:35.997+02:00,2022-03-17T12:53:36.201+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_5142089c-efbe-4d82-922a-7cf30a02f2a7,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_5142089c-efbe-4d82-922a-7cf30a02f2a7"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0099.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0099.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623313253700008d8cb45555""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623313253700008d8cb45555,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_5142089c-efbe-4d82-922a-7cf30a02f2a7,JobDone
JOB_TRACKING,,2022-03-17T12:53:35.999+02:00,2022-03-17T12:53:36.207+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/api/photos/gallery/job/e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_44b38eeb-0a3c-46a5-bdd0-60c444f70024,,200,"{""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_44b38eeb-0a3c-46a5-bdd0-60c444f70024"",""status"":""JobDone"",""operation"":""UploadFile"",""info"":{""fileNameFromRequest"":""IMG_0100.JPG"",""contentType"":""image/jpeg"",""tags"":[],""parent"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a"",""fileName"":""IMG_0100.JPG"",""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_623313253700008d8cb45556""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_623313253700008d8cb45556,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_44b38eeb-0a3c-46a5-bdd0-60c444f70024,JobDone
GET_URL,IMG_0108.JPG,2022-03-17T12:53:36.209+02:00,2022-03-17T12:53:36.554+02:00,COMPLETE,GET,int-lambda.cloud.flir,/api/photos/upload-url,fileName=IMG_0108.JPG&autorename=true&parent=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a,200,"{""fileId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_62331330370000e1034c057e"",""jobId"":""e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_d6a59350-11d3-4206-abf5-cac547f6e66d"",""url"":""https://int-cloud-lambda-storage-s3.s3.amazonaws.com/e3bd9c94-96d2-4475-9496-8a6a856f4452/photos/62331330370000e1034c057e?x-amz-meta-parent-folder=62331244370000e1034c054a&x-amz-meta-full-parent-from-request=e3bd9c94-96d2-4475-9496-8a6a856f4452_62331244370000e1034c054a&x-amz-meta-job-id=e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_d6a59350-11d3-4206-abf5-cac547f6e66d&x-amz-meta-file-name=IMG_0108.JPG&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20220317T105336Z&X-Amz-SignedHeaders=host%3Bx-amz-server-side-encryption&X-Amz-Expires=180&X-Amz-Credential=AKIA3USR65ZDUPCU23NU%2F20220317%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=6ae264417b6a1fedc388363bbd89624f1b19e84f8a39dea5145e435d11d394c3"",""headers"":{""x-amz-server-side-encryption"":""AES256""}}",e3bd9c94-96d2-4475-9496-8a6a856f4452_62331330370000e1034c057e,e3bd9c94-96d2-4475-9496-8a6a856f4452_e3bd9c94-96d2-4475-9496-8a6a856f4452_photos_d6a59350-11d3-4206-abf5-cac547f6e66d,
